AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,SALE_COND,PARKING_FACIL,PRICE
Saidapet,1166,397,2,1,Normal Sale,Yes,7800000
Anna Nagar,2006,188,4,2,Partial,Yes,18200000
Avadi,876,421,2,2,Partial,Yes,3000000
Porur,939,344,1,1,Normal Sale,Yes,4800000
Tambaram,944,488,2,1,Partial,Yes,4100000
Avadi,900,1000,1,1,Partial,NO,2800000
OMR,1585,410,3,4,Abnormal,NO,8100000
Guindy,1178,34,2,2,Normal Sale,Yes,9100000
Kodambakkam,1010,35,2,2,Normal Sale,Yes,7100000
Chromepet,1183,123,2,1,Normal Sale,Yes,6700000
Mylapore,1780,507,4,2,Normal Sale,Yes,16800000
Porur,1343,1000,2,2,Family,Yes,6500000
Egmore,1240,280,2,1,Normal Sale,Yes,7900000
Porur,1015,13,3,2,Normal Sale,NO,6200000
Anna Nagar,2046,49,3,2,Partial,Yes,18000000
Egmore,1494,15,3,4,Normal Sale,Yes,11000000
Adyar,1513,128,4,3,Normal Sale,Yes,15800000
Mylapore,2020,224,4,2,Normal Sale,Yes,19000000
Thiruvanmiyur,1401,536,3,4,Normal Sale,Yes,11500000
Kodambakkam,1185,117,2,1,Partial,NO,7000000
Porur,1132,906,3,2,Normal Sale,NO,6100000
Avadi,873,142,2,2,Normal Sale,Yes,3500000
Egmore,1153,59,3,2,Normal Sale,Yes,8000000
Chetpet,1420,39,4,4,Family,Yes,11800000
Egmore,1067,5,3,1,Partial,Yes,7100000
T Nagar,1705,59,4,3,Partial,Yes,16300000
Velacherry,1279,240,3,2,Normal Sale,Yes,8600000
Tambaram,984,0,1,1,Normal Sale,NO,4600000
Chromepet,907,322,2,1,Normal Sale,Yes,5200000
Chetpet,1066,11,3,1,Normal Sale,Yes,9600000
Besant Nagar,1602,205,3,4,Normal Sale,Yes,14500000
Kodambakkam,1096,99,3,2,Normal Sale,Yes,7900000
Thiruvanmiyur,1285,333,3,2,Normal Sale,NO,10400000
Adyar,1955,116,4,2,Normal Sale,Yes,18400000
Tambaram,944,84,2,2,Abnormal,NO,3500000
Egmore,1187,72,3,1,Abnormal,NO,7400000
Porur,1167,62,2,1,Normal Sale,NO,6300000
Guindy,1153,244,3,1,Normal Sale,Yes,8900000
T Nagar,1224,24,2,1,Normal Sale,NO,9600000
Adyar,1588,645,3,2,Partial,Yes,13100000
Kodambakkam,1335,179,3,1,Partial,NO,9100000
Besant Nagar,1422,46,3,2,Normal Sale,Yes,12500000
Chetpet,1453,173,3,2,Normal Sale,Yes,11900000
Chetpet,1596,43,3,4,Normal Sale,Yes,13300000
Guindy,1337,82,3,2,Normal Sale,Yes,10800000
Mylapore,1348,210,3,1,Normal Sale,Yes,12700000
Adyar,1666,17,4,2,Normal Sale,NO,15100000
Saidapet,1186,105,2,2,Normal Sale,NO,7800000
Thiruvanmiyur,1137,87,3,2,Normal Sale,Yes,9000000
Thiruvanmiyur,1350,82,3,1,Family,Yes,9900000
Egmore,1153,38,3,2,Normal Sale,NO,8800000
Anna Nagar,1976,685,4,3,Normal Sale,Yes,16800000
Perambur,1037,79,2,2,Normal Sale,Yes,4900000
Chromepet,931,587,1,1,Normal Sale,Yes,4400000
Tambaram,805,128,1,2,Abnormal,NO,2800000
Kodambakkam,1385,79,3,1,Normal Sale,Yes,10500000
Thiruvanmiyur,1225,166,3,2,Normal Sale,Yes,9200000
Chetpet,1517,142,3,3,Normal Sale,Yes,13400000
Kodambakkam,1026,515,3,2,Normal Sale,Yes,7600000
Thiruvanmiyur,1304,21,3,1,Normal Sale,Yes,9900000
Porur,1297,8,3,1,Normal Sale,Yes,7800000
Adyar,1814,87,4,3,Abnormal,NO,13800000
Chetpet,1453,61,3,4,Family,Yes,11100000
Chromepet,993,433,1,2,Partial,Yes,4400000
Chetpet,1463,42,3,3,Partial,Yes,11400000
Egmore,1158,119,2,1,Partial,NO,6900000
Tambaram,885,230,2,2,Abnormal,Yes,3700000
Besant Nagar,1258,886,2,1,Normal Sale,Yes,9200000
Chetpet,1550,271,4,4,Normal Sale,Yes,13500000
Kodambakkam,1171,11,2,1,Normal Sale,Yes,8900000
Tambaram,793,281,1,2,Normal Sale,Yes,3300000
Kodambakkam,908,439,2,2,Normal Sale,Yes,6600000
Tambaram,901,328,2,1,Family,Yes,4000000
Saidapet,895,119,2,2,Normal Sale,Yes,5600000
Besant Nagar,1262,328,2,2,Partial,Yes,9200000
Egmore,1513,28,4,3,Partial,Yes,10600000
Perambur,1024,98,2,1,Normal Sale,Yes,5400000
T Nagar,1282,98,3,2,Normal Sale,Yes,12300000
Tambaram,887,382,1,1,Normal Sale,NO,3700000
Egmore,1334,291,2,2,Normal Sale,NO,8700000
Chetpet,1432,622,4,4,Partial,Yes,11700000
Egmore,857,322,1,1,Normal Sale,Yes,4900000
Tambaram,786,66,1,1,Normal Sale,NO,3200000
Velacherry,1251,652,2,2,Normal Sale,Yes,7800000
Besant Nagar,1402,733,3,3,Partial,Yes,10700000
Guindy,1400,208,3,4,Normal Sale,Yes,11500000
Adyar,1654,199,4,4,Normal Sale,Yes,16800000
Thiruvanmiyur,1381,64,3,2,Partial,NO,9700000
Chetpet,1561,13,3,4,Normal Sale,Yes,12900000
Egmore,1137,201,2,1,Normal Sale,Yes,8200000
OMR,1232,33,3,1,Normal Sale,NO,8100000
Velacherry,939,53,2,2,Normal Sale,Yes,6500000
T Nagar,1755,390,4,3,Normal Sale,Yes,15500000
Mylapore,1557,111,4,2,Normal Sale,Yes,16200000
Chromepet,925,46,1,1,Normal Sale,Yes,4800000
Velacherry,1201,142,3,1,Normal Sale,Yes,8400000
Kodambakkam,1275,203,3,2,Partial,Yes,8200000
Anna Nagar,1908,169,3,3,Normal Sale,Yes,17900000
Chromepet,1158,98,3,1,Normal Sale,Yes,7100000
OMR,1472,38,4,2,Normal Sale,Yes,11500000
Perambur,812,262,2,1,Normal Sale,Yes,3700000
Kodambakkam,1253,104,3,1,Normal Sale,NO,9000000
Perambur,1081,461,2,2,Normal Sale,Yes,5300000
Velacherry,1271,272,3,1,Family,Yes,7800000
Avadi,730,23,2,2,Normal Sale,Yes,3000000
OMR,1400,313,4,2,Normal Sale,Yes,11000000
Anna Nagar,1874,217,4,4,Normal Sale,Yes,19200000
Adyar,1909,34,4,2,Normal Sale,Yes,19300000
Egmore,1237,95,3,1,Abnormal,Yes,7500000
Mylapore,958,0,1,2,Partial,Yes,6300000
Adyar,1723,418,3,4,Normal Sale,Yes,14600000
Anna Nagar,1984,94,3,3,Normal Sale,Yes,17800000
Kodambakkam,1074,91,3,2,Normal Sale,Yes,7900000
Saidapet,1231,113,3,2,Partial,Yes,7900000
Perambur,914,1000,1,2,Normal Sale,Yes,3900000
Chetpet,1669,239,4,3,Partial,Yes,13600000
Saidapet,1432,194,3,4,Normal Sale,Yes,10000000
Egmore,1156,12,3,1,Normal Sale,NO,7900000
OMR,1265,237,2,2,Abnormal,NO,6800000
Avadi,702,256,2,2,Normal Sale,Yes,2900000
Mylapore,1507,329,3,3,Abnormal,NO,10400000
T Nagar,1725,126,3,3,Partial,Yes,14600000
Guindy,1332,871,2,1,Normal Sale,Yes,9300000
Egmore,1108,15,3,2,Normal Sale,Yes,8800000
Guindy,1030,269,3,2,Normal Sale,Yes,8700000
Chromepet,887,327,2,2,Normal Sale,Yes,4600000
Kodambakkam,907,103,2,2,Normal Sale,Yes,6600000
Mylapore,1753,299,4,2,Normal Sale,Yes,15500000
Adyar,1910,194,4,2,Normal Sale,Yes,18200000
Kodambakkam,1073,204,2,1,Abnormal,Yes,6400000
Egmore,1323,440,3,2,Normal Sale,Yes,9900000
Besant Nagar,1528,91,3,3,Normal Sale,Yes,14400000
Guindy,1531,404,4,2,Normal Sale,Yes,12100000
Chromepet,860,164,1,1,Partial,NO,4100000
Nungambakkam,1293,35,2,2,Normal Sale,Yes,10300000
Tambaram,984,52,2,1,Normal Sale,Yes,5100000
Mylapore,1555,108,4,4,Partial,Yes,14100000
Kodambakkam,1313,503,2,1,Normal Sale,Yes,8800000
Guindy,1365,387,2,1,Normal Sale,NO,9400000
Avadi,838,145,2,1,Normal Sale,Yes,3400000
OMR,1564,761,4,4,Abnormal,Yes,9400000
Tambaram,866,18,2,1,Normal Sale,Yes,4300000
Guindy,1391,582,3,1,Normal Sale,Yes,11000000
Adyar,1799,87,3,3,Normal Sale,Yes,17100000
Egmore,1146,1000,3,2,Normal Sale,NO,7200000
Egmore,1063,84,3,1,Normal Sale,Yes,7600000
Chetpet,1743,216,4,4,Normal Sale,NO,15800000
OMR,1239,326,2,1,Normal Sale,Yes,7400000
Besant Nagar,1424,197,3,2,Normal Sale,NO,11300000
Mylapore,1676,464,4,3,Normal Sale,Yes,16100000
Perambur,1100,236,3,1,Normal Sale,Yes,5600000
Anna Nagar,1948,446,3,2,Partial,NO,15400000
Velacherry,1117,281,3,2,Normal Sale,Yes,7900000
Tambaram,1107,126,2,2,Normal Sale,Yes,5700000
Adyar,1653,109,3,4,Normal Sale,Yes,15300000
Guindy,1149,225,2,1,Normal Sale,Yes,8700000
Guindy,1219,160,2,1,Normal Sale,Yes,9600000
Adyar,1836,235,3,3,Normal Sale,Yes,16300000
Thiruvanmiyur,1159,96,2,2,Normal Sale,NO,7700000
Mylapore,1596,219,3,2,Abnormal,Yes,11300000
Besant Nagar,1243,33,2,1,Normal Sale,Yes,10100000
Mylapore,1734,221,3,4,Normal Sale,Yes,15700000
Saidapet,992,44,2,2,Normal Sale,Yes,6300000
Guindy,1124,221,3,1,Normal Sale,Yes,8500000
Chromepet,1139,216,2,1,Normal Sale,Yes,6100000
Adyar,1880,276,4,4,Partial,NO,15000000
Porur,1399,271,3,1,Normal Sale,NO,8600000
Perambur,787,529,1,2,Normal Sale,Yes,3300000
Tambaram,860,110,1,2,Abnormal,Yes,3400000
Avadi,677,938,2,2,Normal Sale,NO,2600000
Besant Nagar,1301,50,3,2,Family,Yes,10400000
Tambaram,884,93,2,1,Normal Sale,Yes,4100000
Saidapet,1206,417,3,1,Partial,Yes,7800000
Egmore,1256,50,2,1,Family,Yes,7000000
Chetpet,1582,21,3,4,Normal Sale,Yes,14200000
Avadi,746,486,2,2,Partial,Yes,2900000
Thiruvanmiyur,1131,69,2,2,Normal Sale,Yes,7800000
Saidapet,1193,761,3,1,Normal Sale,Yes,8100000
Kodambakkam,1260,35,3,2,Partial,Yes,8500000
Tambaram,857,46,1,2,Normal Sale,Yes,4100000
Nungambakkam,1490,282,3,2,Normal Sale,Yes,13100000
Thiruvanmiyur,1217,154,3,1,Partial,NO,8000000
Egmore,1426,112,3,3,Abnormal,Yes,8800000
Egmore,1403,98,4,4,Normal Sale,Yes,10700000
Tambaram,995,35,2,2,Family,Yes,4600000
Guindy,1351,930,2,1,Normal Sale,Yes,9400000
Avadi,801,177,2,2,Normal Sale,NO,2900000
Egmore,1401,508,3,2,Normal Sale,Yes,10400000
Porur,1164,135,3,2,Normal Sale,Yes,7400000
Velacherry,1360,342,2,2,Normal Sale,NO,7600000
Saidapet,916,0,2,2,Abnormal,NO,4600000
OMR,1334,329,2,1,Abnormal,Yes,7500000
T Nagar,1208,117,2,1,Normal Sale,Yes,9400000
OMR,1428,28,4,2,Normal Sale,Yes,10700000
Besant Nagar,1549,290,4,4,Partial,NO,12800000
Velacherry,1150,154,3,1,Family,Yes,7300000
Anna Nagar,1751,496,3,4,Normal Sale,Yes,14800000
Chromepet,1159,66,3,1,Partial,Yes,5900000
Anna Nagar,1532,139,4,3,Normal Sale,Yes,14700000
Mylapore,1527,589,4,2,Normal Sale,Yes,15000000
Kodambakkam,1301,464,2,1,Abnormal,Yes,7300000
Velacherry,1020,600,2,2,Normal Sale,NO,5600000
Saidapet,1322,37,3,2,Normal Sale,Yes,8700000
T Nagar,1569,682,3,4,Abnormal,NO,10400000
Avadi,894,761,2,1,Partial,Yes,3300000
Besant Nagar,1351,92,3,1,Normal Sale,Yes,12100000
Chetpet,1308,118,3,1,Normal Sale,Yes,11700000
Nungambakkam,1417,873,3,4,Partial,Yes,11900000
Velacherry,1140,994,3,1,Normal Sale,Yes,7400000
Velacherry,1240,149,3,2,Normal Sale,Yes,8900000
Mylapore,1465,94,3,3,Normal Sale,Yes,13400000
T Nagar,1504,200,3,4,Normal Sale,Yes,13900000
Saidapet,1253,297,2,2,Normal Sale,NO,7500000
Besant Nagar,1550,159,3,4,Normal Sale,Yes,12800000
Anna Nagar,1890,111,4,3,Normal Sale,Yes,17700000
Thiruvanmiyur,1371,65,3,2,Partial,Yes,10700000
T Nagar,1657,539,4,3,Normal Sale,Yes,14700000
Porur,1314,228,2,1,Normal Sale,NO,6700000
Chetpet,1410,64,3,3,Partial,NO,10100000
Thiruvanmiyur,1062,147,3,1,Normal Sale,Yes,8600000
Anna Nagar,1440,322,4,2,Partial,NO,12200000
Egmore,1154,338,3,1,Partial,NO,6700000
Chromepet,1030,218,3,2,Normal Sale,Yes,6300000
Egmore,1160,197,3,1,Normal Sale,Yes,8400000
Tambaram,891,161,1,2,Abnormal,Yes,3200000
Velacherry,1282,274,3,2,Normal Sale,Yes,8200000
Chetpet,1273,37,3,1,Partial,NO,9400000
Adyar,1399,367,3,2,Family,Yes,11200000
OMR,1187,28,2,1,Partial,Yes,6800000
Kodambakkam,1148,219,2,2,Normal Sale,NO,7400000
Porur,1063,45,2,1,Partial,Yes,5500000
Thiruvanmiyur,1113,182,3,2,Partial,NO,8300000
Tambaram,791,297,2,1,Normal Sale,Yes,4000000
Thiruvanmiyur,1163,32,3,1,Normal Sale,Yes,9600000
Guindy,1454,571,4,2,Normal Sale,Yes,12600000
OMR,1561,53,3,2,Normal Sale,Yes,10900000
Mylapore,1570,419,4,2,Normal Sale,Yes,15000000
Besant Nagar,1270,81,2,2,Normal Sale,Yes,11000000
Avadi,890,452,2,1,Abnormal,Yes,2800000
OMR,1247,201,3,2,Partial,Yes,8600000
OMR,1181,165,2,2,Normal Sale,Yes,8100000
Kodambakkam,1229,30,3,2,Normal Sale,NO,9700000
Mylapore,1424,138,3,2,Normal Sale,Yes,13400000
Besant Nagar,1508,26,3,3,Normal Sale,Yes,12900000
Besant Nagar,1201,28,3,1,Normal Sale,Yes,11400000
T Nagar,1398,181,3,1,Normal Sale,Yes,13000000
Saidapet,1015,46,2,2,Normal Sale,Yes,6200000
Kodambakkam,1038,235,2,1,Normal Sale,Yes,7600000
Nungambakkam,1443,190,3,2,Abnormal,Yes,11000000
Nungambakkam,1471,33,4,4,Normal Sale,Yes,15600000
Porur,1179,79,3,1,Normal Sale,NO,7300000
Tambaram,813,89,1,2,Normal Sale,Yes,3500000
Porur,1098,72,2,1,Normal Sale,NO,6600000
T Nagar,1622,455,4,3,Partial,Yes,14800000
Kodambakkam,1150,128,2,1,Normal Sale,Yes,8700000
Velacherry,1116,348,3,1,Abnormal,Yes,6900000
T Nagar,1375,246,2,1,Abnormal,NO,8900000
Chetpet,1543,16,4,3,Normal Sale,Yes,15100000
Besant Nagar,1334,129,2,1,Normal Sale,Yes,11400000
Mylapore,1436,737,3,3,Normal Sale,Yes,11900000
Perambur,908,86,2,2,Abnormal,Yes,3700000
Thiruvanmiyur,1209,127,3,2,Normal Sale,Yes,9200000
Thiruvanmiyur,1423,20,3,3,Normal Sale,Yes,12400000
Adyar,1585,270,4,4,Normal Sale,Yes,15300000
Thiruvanmiyur,1360,399,3,2,Abnormal,Yes,8900000
T Nagar,1894,353,4,4,Normal Sale,NO,17000000
Nungambakkam,1004,525,2,2,Normal Sale,NO,7300000
Kodambakkam,1328,179,2,1,Normal Sale,Yes,9000000
Besant Nagar,1356,314,2,2,Family,Yes,8800000
Velacherry,1002,429,2,1,Normal Sale,Yes,5800000
Chromepet,957,305,1,1,Normal Sale,Yes,4900000
Thiruvanmiyur,1113,5,2,2,Partial,Yes,7900000
OMR,1111,206,3,1,Normal Sale,Yes,8100000
T Nagar,1533,162,3,4,Normal Sale,NO,12900000
Kodambakkam,1151,150,3,1,Normal Sale,NO,8400000
OMR,1489,759,3,4,Partial,Yes,9500000
Tambaram,949,74,1,2,Normal Sale,Yes,4600000
OMR,943,101,1,1,Normal Sale,NO,5700000
Saidapet,1192,235,2,1,Abnormal,Yes,6500000
T Nagar,1927,345,4,4,Normal Sale,NO,16800000
Avadi,694,948,2,1,Abnormal,Yes,2100000
Saidapet,1056,27,2,2,Normal Sale,Yes,6400000
Mylapore,1432,106,4,2,Normal Sale,Yes,13800000
Saidapet,952,103,1,1,Partial,Yes,5000000
Avadi,538,852,1,1,Normal Sale,NO,1800000
Nungambakkam,1506,149,4,3,Abnormal,Yes,11900000
Perambur,908,850,2,2,Family,Yes,3900000
Nungambakkam,1498,43,4,2,Normal Sale,Yes,13900000
T Nagar,1550,343,4,3,Normal Sale,NO,13000000
Nungambakkam,1443,180,4,3,Partial,Yes,13600000
Avadi,904,233,2,2,Normal Sale,Yes,3800000
Saidapet,1226,59,3,1,Partial,Yes,7800000
Tambaram,917,31,1,1,Normal Sale,Yes,4000000
Velacherry,1266,33,3,1,Normal Sale,Yes,8800000
Chromepet,1050,37,2,1,Abnormal,NO,4700000
Porur,1068,17,3,1,Normal Sale,Yes,7100000
T Nagar,1403,66,3,3,Normal Sale,NO,11900000
Mylapore,1584,502,3,4,Normal Sale,Yes,14300000
Nungambakkam,1567,1000,4,2,Normal Sale,Yes,15000000
Anna Nagar,2019,126,3,4,Normal Sale,Yes,17500000
Mylapore,1363,197,2,1,Partial,Yes,10200000
Guindy,1382,92,2,2,Normal Sale,Yes,10100000
Nungambakkam,1472,28,4,2,Partial,NO,12700000
Thiruvanmiyur,1373,449,3,2,Normal Sale,Yes,10700000
Avadi,799,87,2,2,Normal Sale,Yes,3200000
Kodambakkam,1300,27,3,1,Normal Sale,NO,9400000
Porur,1215,440,3,1,Normal Sale,Yes,6900000
Avadi,832,36,1,2,Normal Sale,Yes,3300000
Chetpet,1526,212,4,4,Abnormal,NO,10900000
Tambaram,595,389,2,2,Normal Sale,Yes,2600000
Anna Nagar,1897,260,3,2,Normal Sale,Yes,18000000
OMR,1571,221,4,2,Normal Sale,Yes,11700000
Porur,1084,383,3,2,Abnormal,Yes,6100000
Chetpet,1638,899,4,3,Normal Sale,Yes,13900000
Guindy,1140,14,3,1,Normal Sale,Yes,8700000
Tambaram,1010,509,2,1,Abnormal,Yes,3700000
OMR,1844,36,3,2,Abnormal,Yes,11400000
OMR,1406,26,4,3,Abnormal,NO,8800000
Besant Nagar,1421,23,4,2,Partial,Yes,11700000
Avadi,617,221,2,2,Partial,Yes,2400000
Egmore,1240,75,2,1,Partial,Yes,8300000
Chromepet,1108,108,2,1,Normal Sale,Yes,6500000
Anna Nagar,1804,105,4,3,Normal Sale,Yes,18300000
Besant Nagar,1251,449,2,2,Normal Sale,Yes,9400000
Anna Nagar,1790,8,3,3,Family,Yes,15000000
Nungambakkam,1339,12,3,1,Normal Sale,Yes,13400000
T Nagar,1377,42,2,2,Normal Sale,Yes,11300000
Mylapore,1614,657,4,4,Normal Sale,Yes,15600000
Besant Nagar,1159,617,2,2,Normal Sale,NO,8700000
Perambur,995,237,1,2,Normal Sale,Yes,4200000
Guindy,1160,90,2,2,Normal Sale,Yes,8700000
Anna Nagar,1681,28,3,2,Normal Sale,Yes,14300000
T Nagar,1572,45,4,2,Normal Sale,Yes,14800000
Nungambakkam,1356,247,2,1,Normal Sale,Yes,12100000
Saidapet,1165,280,2,2,Family,NO,5900000
Velacherry,1068,28,3,2,Partial,NO,6800000
Avadi,720,149,2,1,Abnormal,NO,2500000
T Nagar,1629,17,3,3,Normal Sale,NO,14800000
Chetpet,1620,285,3,4,Normal Sale,Yes,12700000
Egmore,1155,975,3,1,Abnormal,Yes,6700000
Kodambakkam,1265,841,3,1,Abnormal,Yes,7100000
Guindy,1115,833,3,2,Normal Sale,Yes,8200000
Tambaram,834,24,2,1,Normal Sale,Yes,4200000
Avadi,726,1000,1,2,Partial,Yes,2200000
Nungambakkam,1276,91,3,2,Normal Sale,Yes,12700000
Velacherry,1314,253,2,1,Normal Sale,Yes,9100000
OMR,1467,544,3,3,Normal Sale,Yes,9800000
T Nagar,1835,24,3,3,Normal Sale,NO,15300000
Adyar,1816,272,3,4,Normal Sale,Yes,17400000
Saidapet,987,182,1,1,Normal Sale,Yes,5700000
Saidapet,949,108,1,2,Normal Sale,Yes,5700000
Chetpet,1380,504,2,2,Normal Sale,Yes,9800000
Kodambakkam,1159,145,3,2,Normal Sale,Yes,9400000
Chromepet,1278,317,3,1,Normal Sale,Yes,7400000
OMR,1377,166,2,1,Abnormal,Yes,7500000
Adyar,1940,26,3,4,Normal Sale,Yes,17000000
Chetpet,1642,677,3,4,Abnormal,Yes,10200000
OMR,1383,111,3,1,Normal Sale,Yes,9400000
Nungambakkam,1173,316,2,1,Partial,Yes,9600000
Guindy,1409,177,4,4,Normal Sale,Yes,12400000
Mylapore,1323,68,3,1,Normal Sale,Yes,11000000
Chromepet,1129,27,3,1,Partial,Yes,6800000
Saidapet,1138,262,2,1,Partial,Yes,6800000
Besant Nagar,1343,115,2,1,Partial,NO,10200000
OMR,1311,21,3,2,Normal Sale,Yes,8900000
Avadi,802,391,2,1,Normal Sale,NO,3000000
Mylapore,1546,118,4,2,Family,Yes,14100000
Mylapore,1281,38,2,2,Normal Sale,Yes,11000000
Porur,1211,275,3,2,Normal Sale,Yes,7300000
Tambaram,957,261,2,2,Normal Sale,NO,4100000
Saidapet,1263,219,3,1,Normal Sale,Yes,8800000
Porur,1189,151,3,2,Partial,Yes,6900000
Besant Nagar,1244,0,3,2,Family,NO,8600000
Nungambakkam,1212,34,2,2,Partial,Yes,9400000
Besant Nagar,1279,80,3,1,Normal Sale,Yes,11000000
T Nagar,1651,225,4,3,Normal Sale,Yes,16500000
Egmore,1138,53,3,2,Normal Sale,Yes,8500000
Saidapet,1119,398,3,2,Normal Sale,NO,6700000
Adyar,1378,169,2,2,Normal Sale,Yes,11500000
T Nagar,1423,957,4,3,Partial,Yes,11100000
Thiruvanmiyur,1273,196,2,1,Normal Sale,Yes,10100000
T Nagar,1575,81,3,2,Normal Sale,Yes,13700000
OMR,1628,103,4,4,Normal Sale,Yes,11500000
Egmore,1189,287,2,2,Normal Sale,NO,7200000
Chromepet,1067,66,2,2,Normal Sale,Yes,6200000
Besant Nagar,1141,34,2,2,Abnormal,Yes,7300000
Chromepet,878,29,1,2,Normal Sale,NO,4400000
Saidapet,1117,41,2,1,Normal Sale,Yes,7300000
Nungambakkam,1523,253,4,3,Partial,Yes,12800000
Mylapore,1475,382,4,3,Normal Sale,Yes,14100000
Tambaram,951,47,1,1,Partial,Yes,3700000
Chromepet,932,321,2,2,Normal Sale,NO,4700000
Besant Nagar,1415,15,3,2,Normal Sale,Yes,12800000
Besant Nagar,1388,13,2,1,Normal Sale,Yes,11300000
Egmore,1069,55,2,2,Normal Sale,Yes,6900000
Egmore,1283,5,2,2,Partial,Yes,7700000
Besant Nagar,1356,76,2,2,Partial,NO,9300000
Adyar,1884,171,3,2,Normal Sale,Yes,16000000
Velacherry,1141,116,2,2,Normal Sale,Yes,7000000
Avadi,708,27,2,2,Normal Sale,Yes,3100000
Kodambakkam,649,0,2,2,Normal Sale,Yes,4400000
Mylapore,1798,135,3,3,Normal Sale,Yes,15400000
Saidapet,1212,233,3,2,Normal Sale,Yes,7700000
Saidapet,1205,556,3,1,Normal Sale,Yes,7800000
Saidapet,1299,452,3,2,Normal Sale,Yes,8200000
Perambur,1073,154,3,1,Abnormal,Yes,4700000
Nungambakkam,1149,659,3,2,Normal Sale,Yes,10200000
Porur,1266,243,2,2,Normal Sale,NO,7300000
Anna Nagar,1616,210,3,3,Abnormal,Yes,12200000
Tambaram,966,834,2,1,Partial,NO,3700000
Egmore,1113,381,2,2,Normal Sale,Yes,7200000
Porur,1245,117,3,1,Normal Sale,Yes,7700000
Chetpet,1740,95,3,2,Normal Sale,Yes,14100000
Porur,1083,7,2,2,Normal Sale,Yes,6300000
Egmore,1528,94,3,2,Normal Sale,NO,11500000
T Nagar,1481,177,4,2,Normal Sale,Yes,13700000
T Nagar,1652,27,3,4,Normal Sale,Yes,14600000
Mylapore,1619,299,3,4,Normal Sale,NO,12600000
Avadi,610,725,2,2,Normal Sale,Yes,2300000
Guindy,1606,248,3,4,Normal Sale,NO,12400000
Anna Nagar,1898,103,3,2,Abnormal,NO,12900000
Guindy,1448,439,3,2,Family,NO,9700000
Saidapet,1066,247,2,1,Normal Sale,Yes,6800000
Adyar,1393,133,3,2,Partial,Yes,11200000
Kodambakkam,1259,145,3,2,Normal Sale,Yes,10200000
Kodambakkam,1135,548,2,1,Normal Sale,Yes,8200000
Nungambakkam,1297,33,3,1,Normal Sale,NO,11900000
Chetpet,1360,175,2,2,Family,Yes,8800000
Porur,1179,319,3,1,Abnormal,NO,6200000
Porur,897,118,2,2,Family,NO,4500000
Adyar,1881,866,4,3,Normal Sale,Yes,15800000
Thiruvanmiyur,1582,8,4,2,Normal Sale,Yes,14300000
OMR,1512,740,3,4,Normal Sale,Yes,9300000
Thiruvanmiyur,1325,363,3,2,Normal Sale,NO,10700000
Chetpet,1455,31,3,4,Normal Sale,Yes,12200000
Saidapet,1204,130,3,2,Family,Yes,7300000
Mylapore,1784,231,3,2,Normal Sale,Yes,17000000
Porur,1023,554,3,1,Normal Sale,Yes,6600000
Avadi,795,2,2,2,Normal Sale,NO,3400000
Saidapet,992,287,2,2,Normal Sale,Yes,6600000
Guindy,1181,192,2,2,Partial,Yes,8800000
Avadi,860,17,1,1,Family,Yes,2900000
Guindy,1240,30,2,1,Normal Sale,Yes,10000000
Mylapore,1591,547,4,3,Normal Sale,Yes,15400000
Porur,1131,968,3,2,Normal Sale,Yes,6800000
Mylapore,1144,101,3,1,Normal Sale,Yes,10700000
Egmore,1313,0,2,2,Normal Sale,NO,8800000
Velacherry,937,215,2,1,Normal Sale,Yes,6100000
Porur,1259,199,2,1,Normal Sale,Yes,7900000
Egmore,1135,631,3,1,Normal Sale,Yes,8400000
Anna Nagar,1223,103,2,1,Partial,Yes,9200000
Egmore,1262,89,3,1,Normal Sale,NO,8500000
Egmore,1232,200,2,1,Abnormal,Yes,7000000
Chromepet,1158,34,2,1,Normal Sale,NO,6500000
Guindy,1324,188,2,2,Normal Sale,Yes,9500000
Kodambakkam,1093,185,2,2,Normal Sale,Yes,8200000
Nungambakkam,1362,339,2,1,Normal Sale,NO,11600000
Perambur,887,254,1,1,Normal Sale,NO,3500000
Velacherry,1312,170,2,1,Abnormal,Yes,7700000
Chromepet,1128,52,2,2,Abnormal,Yes,5300000
Perambur,889,135,2,1,Normal Sale,Yes,4200000
Velacherry,1098,111,2,1,Partial,Yes,6400000
T Nagar,1814,41,4,2,Normal Sale,Yes,16600000
Guindy,1177,233,3,2,Normal Sale,NO,8700000
Anna Nagar,1902,92,3,3,Normal Sale,Yes,16800000
Mylapore,1435,58,4,4,Partial,NO,11800000
Chromepet,1148,109,3,2,Partial,Yes,6600000
Perambur,1084,130,3,1,Abnormal,Yes,4700000
Adyar,1695,144,3,2,Normal Sale,Yes,14500000
Kodambakkam,862,143,1,1,Normal Sale,Yes,5200000
Saidapet,1281,4,2,2,Normal Sale,NO,7300000
Mylapore,1562,677,4,2,Normal Sale,Yes,15200000
Besant Nagar,1332,38,2,1,Partial,Yes,10500000
Chromepet,1166,1000,2,1,Normal Sale,Yes,5800000
Perambur,955,221,1,1,Normal Sale,NO,3900000
Velacherry,1047,1000,2,2,Normal Sale,Yes,5900000
Velacherry,1147,29,3,2,Abnormal,Yes,6800000
Adyar,1846,42,4,3,Normal Sale,Yes,17100000
Anna Nagar,1924,94,3,3,Partial,NO,16000000
Kodambakkam,666,207,2,1,Normal Sale,Yes,4400000
